,0
1840,"Superb Trailer abki bar 400 crore par 

Akki sir Rock"
1841,Ramsetu's movie trailer looks amazing. Eagerly waiting to watch this.
1842,Goosebumps 
1843,"Finallly Some thing is comming with good taste
Jai shree Ram"
1844,"I can't understand the language, nevertheless I Love my country/RAM.  Jai Sri Ram!!!"
1845,Epic trailer. The adipurush bgm would fit here so epicly
1846,I can't wait ️
1847,Trailer is really impressive.. I'm sure this film will break the records of success.
1848,Eagerly wait for this 
1849,What a bgm 
1850,Awesome ️️️ very good VFX & CGI   block buster 
1851,Eagerly waiting for this movie 
1852,"Goosebumps every moment.
Great BGM
great dialogues
Kudos to the team of Ram Setu
Jai Shree Ram ️"
1853,Exciting for this movie️
1854,Fullly unpredictability story....️ Loved this one
1855,Akki is back what mind blowing  
1856,This film seems to have power.. I wish it proves us right
1857,"Love you akki sir
"
1858,"That background music
Ram Ram Ram Ram 
Gives goosebumps"
1859,Masterpiece 
1860,This movie is going to be a hit 
1861,Goosebump
1862,Trailer is looking good. Excited for the Movie. ️
1863,GOOSEBUMPS 
1864,"Great improvement from the 1st teaser, looks promising"
1865,finnaly a much awaited movie that respects our culture..  high expectation
1866,"गीता से मिला ज्ञान, रामायण से श्री राम 
सौभाग्य से हिंदू धर्म मिला , किस्मत से हिन्दुस्तान "
1867,As they casted jacqueline fernandez(srilankan citizen) this goes to show that they were really interested in finding out ram setu.
1868,Jay raghuvanshi ayodhyapati ram chandra ki jay  will be watching this movie in theatres 
1869,Goosebumps 
1870,Proud to be a Hindu.... Hindutva is our real nationalism 
1871,This feels like hindi remake of the uncharted games esp the last scene!! Well done
1872,Akshay is back with blockbuster 
1873,That BGM ram ram ram ram.............is insane 
1874,Last line epic  ️  JaiShreeRam
1875,"I'll watch this movie....For Shree Ram
Hats off Akki Sir"
1876,"When Akshay says , '' Do you know history '' "
1877,Bollywood after a long time️️
1878,Looks like this time Akshay Kumar has come with the right content...  Best wishes
1879,After watching this trailer my respect for Nigerian movies has increased 1000times.
1880,Excellent  work  of Akshay Kumar love you sir  ️
1881,"Totally  can't wait for this masterpiece,amazing VFX and looking forward for it"
1882,Bollywood is Back with Akshay .Hoping Big Massive Hit
1883,Getting goosebumps
1884,Definitely will watch in theatres...Love from Tamil
1885,"Good story 
Hope it won't disappoint
Looking at the trailer I think VFX team needs to replenish the final work"
1886,Wow.....that BGM Ram Ram Ram Ram wow goosebumps 
1887,Last dialogue was epic
1888,This is actually we wanted 
1889,This is bollywood 
1890,Last scene was just amazing
1891,Eagerly waiting for this one.
1892,Cant wait to watch it.. Thank you for your hard work
1893,I started hating his movies but after rakshabandhan i really started appreciating his work and i think this will gonna be blockbuster of Indian cinema
1894,Happy to see satyadev sir he is a most talented telugu actor first time with akshay sir will become pucca blockbuster
1895,"Definitely going to watch this movie.
Looks good."
1896,"Akshay is legend  who is now acting on this type of movies, as he said."
1897,Such a nice performance ️
1898,"Superb trailer indicating towards a blockbuster movie 
Jai Sri Ram"
1899,Goosebumps...Ram Sethu look bring  success in Bollywood an India cinema
1900,Now bollywood is getting in correct path. 
1901,Masterpiece
1902,JAI SHREE RAM...... FINALLY SOMETHING ABOUT OUR DHARMA...
1903,Super BGM.. Rocking star AK..
1904,"It's really enthralling,adventurous,will definitely watch it..."
1905,i can't wait for this block buster ️
1906,This looks good 
1907,"Trailer  vibes exciting   history   , adventure  , Trail. Can't  wait  jai shree ram "
1908,Just blockbuster 
1909,Awesome wonderful story love it 
1910,I really like it 
1911,New concept and the Akshay's look is 
1912,Bgm supperb ️️
1913,This gonna be truly masterpiece by akki sir because ‘Jo ram ka nahi wo kisi kaam ka nahi’
1914,Loved it... ️
1915,Last scene was hilarious where Akshay was walking on the ocean holding ram setu stone how could be possible 
1916,Outstanding ️
1917,ram ram song is epic...
1918,"Watching this and awaiting to see 
#Sathyadev ji one of the best actor"
1919,Setu sirf ek ..filling my eyes with tears
1920,The epic BGM  ----- Ram Ram Ram Ram Ram 
1921,Rushing to theater as soon as it releases 
1922,Goosebumps in every scene man.......hope this movie will be blockbuster....️
1923,Amazing 
1924,"Awesome, as expected from Akshay Kumar ️, Jay Shree Ram "
1925,BGM on fire 
1926,Akki is back with a bang #
1927,This movie is very special for all Indians️
1928,Big boss 3 runner up. Forgot his name  but it's good to see him on such project
1929,This movie deserve to be an all time blockbuster 
1930,Looks promising 
1931,Epic and no words to explain
1932,"Movie looks great in all aspects hopefully direction doesn't let down, btw I have zee5 subscription too "
1933,Its looking greatlagta he ishbar kuch acha dekhne ko milega 
1934,"Akshay Kumar doing justice with his role first time in last 3 years....
Duniya me shri ram ke lakhon mandir hai. Lekin setu sirf ek jai shri ram️"
1935,"समस्त विश्व के संचालक 
भगवान श्री राम ️
को सत सत नमन ️
बोलो मर्यादा पुरुषोत्तम श्री राम की जय"
1936,"2 baaar iss tarilor ko dekhe sir,Dono baar dekh ke aankhe bhar gai, sirf isliye sir, ki ye film aapki logo ko pasnad aa rhi h sbko, wrna aapke fan to Aapko cameo me bhi dekh ke khush hote h sir. Wish you all the best sir."
1937,Goosebumps every moment 
1938,गीता से ज्ञान मिल्या!! रामायण से राम!! भाग्य से हिंदू धर्म मिल्या!! और किस्मत से हिंदुस्तान!! जय श्री राम  
1939,Jay shree ram  Trailer Looks Promising Hope we Can Cheers Jay shree ram in theatre ️‍
1940,Ram ram song given goosebumps  ab aayi good movie
1941,Blockbuster 
1942,"Ram Setu is not Ramji's history,  it's                    HIS -STORY"
1943,Proud to be a Indian ️
1944,Trailer is goosebumps
1945,Blockbuster 
1946,"Very strong comeback from Akshay Kumar sir 
Jai shree Ram 
This movie is blockbuster if you agree"
1947,Waiting for this movie  RAM SETU 
1948,Goosebumps All Time blockbuster movie hone wala hai ...जय श्री राम 
1949,Blockbaster movie ramsetu
1950,"1:20  ram ram , Bgm goosebumps "
1951,Last scene.. Goosebumps  
1952,"Wow . Fabulous Trailer .
All hail lord Sri Rama .Love from Singapore 🇸🇬"
1953,Goosebumps 
1954,Bgm ram ram ram ram gives goosebumps ️
1955,Ye trailer dekhkar mujhe Karthikeyan 2 waali feeling aayi ️
1956,Wah! What a trailer 
1957,Surely going to watch. ️️️
1958,If Hollywood make these type of movies... we are with bollywood always ️ जय श्री राम 
1959,Mind blowing ️
1960,Goosebumps. Raam raam
1961,Bollywood now back to track. Doing something which audience want
1962,Jai Shree Ram ️
1963,Looks so good 
1964,"ye film pkka chlegi.... excited to see our history, being a sikh i always admired and studied origins of hinduism, and i loved it, last seen was kartikeya 2, such a masterpiece that was.... waiting for ramsetu...."
1965,This is EPIC
1966,"Blockbuster 
That's what a movie we needed ️"
1967,Ab aa raha hai bollywood with some good and authentic content. Welcome Akshay.
1968,Finally akshay is back 
1969,Aki Is Back 
1970,"Now Akshay is on Right track...
Jai Shri Ram"
1971,Visuals are on par with a Hollywood movie. Nice one.
1972,I hope Akshay Kunar didn't screw it up this time. Waiting eagerly
1973,Best wishes from prabhas fans ️
1974,surprisingly there was nothing offending in this trailer!! let's hope the same for the movie
1975,epic ️
1976,"I got goosebumps by watching this trailer..This movie is going to be blockbuster ️️️
Jai Shree Ram "
1977,"We need to support this film , so the film makers can bring more movies related to our history"
1978,Finally an original content (deviod of unwanted love story and masala) great workJai shree ram
1979,Akshay ji I was disappointed with the teaser but.. Trailer looks GREAT ️.. This movie will surely end the DRY SPELL of bollywood
1980,Goosebumps at 12:35
1981,Amezing...
1982,"awesome, wanting to know the story"
1983,Now this is something unique
1984,हमारे देश की पूर्व रक्षामंत्री और सामाजवादी पार्टी के संस्थापक श्री मुलायम सिंह यादव जी के निर्धन पर विन्रम श्रद्धांजलि अर्पित भगवान उनको अपने चरणों में स्थान दे 
1985,superb 
1986,Lord Gautam Buddha respect ️
1987,
1988,
1989,
1990,"Akshay kumar is the best comedian, I love his comedies "
1991,Full support akki kumar
1992,Marvelous !!!
1993,I hope that ram setu will go blockbuster
1994,I am so excited for this movie ️️️️
1995,"प्रभू श्री  राम हमारे  दिलो मैं वस्ते  है,
  ""  जय श्रीराम  "" "
1996,Bhai movie ne goosebumps de diya iska Matlab hit hogi film 
1997,Now it is called blockbuster movie 
1998,Goosbump ️️️ trailer can't wait ram setu Megastar Akki ️ sir Jai Shri ram 
1999,"Block buster 
Jay shree ram "
2000,"HAVING VERY HIGH EXPECTATIONS FROM THIS MOVIE, I HOPE IT DOESN'T DISAPPOINTS US"
2001,New work record brek movie ram setu
2002,"Spectacular sceneries, amazing visual imagery, a great story to tell"
2003,.. 350cr fuk diye…sirf bgm se movie chalti to basssss
2004,"i won't jump up and down yet, will wait first how they have done justice to our history ( based on previous track record of Bully Wood)...Jai Shri Raam"
2005,"Karib 8 lakh sal pehle bhagvan sri ram janm liye the mythology anusar to 7000 sal pehle kaise 
Jai sri ram "
2006,Goosebumps 
2007,Looks like this is going to be one more comedy of errors from Bollywood...
2008,RAM SETU GOOD MOVIE NAME REAL PE BANAI HOGI.
2009,Goosebumps 
2010,Aagaye fir se...
2011,"Make it a super hit , blockbuster movie .
Hindus pls go and watch this movie ,"
2012,Wow This Movie Blockbuster Akshay kumar fans ️️
2013,Wen your wacth the movie then your recognise no content this movie 
2014,Bahuballi 69
2015,Akshya sir ki is movie ke trailer ne to aag laga di ️
2016,peshaab ki shikanji banana koi akki bhai se sikhe
2017,Hari Bol movie to bahut badiya lag rahi hai
2018,"I personally loved the promo 
Promo shows attraction towards these movie
Let's see is these movie a real gem for our bollywood film industry..
All the best  to the team of Ram Setu "
